TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE
task,DL-W8:  Better weight initialization methods (1/2),,2,,,,2024-03-16,en,
task,DL-W8:  Better weight initialization methods (2/2),,2,,,,2024-03-17,en,
task,DL-W8:  Batch Normalization (1/2),,2,,,,2024-03-18,en,
task,DL-W8:  Batch Normalization (2/2),,2,,,,2024-03-19,en,
task,DL-W9: Learning Vectorial Representations Of Words (1/7),,2,,,,2024-03-20,en,
task,DL-W9: Learning Vectorial Representations Of Words (2/7),,2,,,,2024-03-21,en,
task,DL-W9: Learning Vectorial Representations Of Words (3/7),,2,,,,2024-03-22,en,
task,DL-W9: Learning Vectorial Representations Of Words (4/7),,2,,,,2024-03-23,en,
task,DL-W9: Learning Vectorial Representations Of Words (5/7),,2,,,,2024-03-24,en,
task,DL-W9: Learning Vectorial Representations Of Words (6/7),,2,,,,2024-03-25,en,
task,DL-W9: Learning Vectorial Representations Of Words (7/7),,2,,,,2024-03-26,en,
task,DL-W10: Convolutional Neural Networks (1/1),,2,,,,2024-03-27,en,
task,DL-W10:  LeNet (1/1),,2,,,,2024-03-27,en,
task,DL-W10:  AlexNet (1/1),,2,,,,2024-03-28,en,
task,DL-W10:  ZF-Net (1/1),,2,,,,2024-03-28,en,
task,DL-W10:  VGGNet (1/1),,2,,,,2024-03-29,en,
task,DL-W10:  GoogLeNet (1/1),,2,,,,2024-03-29,en,
task,DL-W10:  ResNet (1/1),,2,,,,2024-03-30,en,
task,DL-W10:  Visualizing Convolutional Neural Networks (1/1),,2,,,,2024-03-31,en,
task,DL-W10:  Guided Backpropagation (1/1),,2,,,,2024-03-31,en,
task,DL-W10:  Deep Dream (1/1),,2,,,,2024-04-01,en,
task,DL-W10:  Deep Art (1/1),,2,,,,2024-04-01,en,
task,DL-W10:  Fooling Convolutional Neural Networks (1/1),,2,,,,2024-04-02,en,
task,DL-W11: Recurrent Neural Networks (1/1),,2,,,,2024-04-03,en,
task,DL-W11:  Backpropagation through time (BPTT) (1/1),,2,,,,2024-04-04,en,
task,DL-W11:  Vanishing and Exploding Gradients (1/1),,2,,,,2024-04-05,en,
task,DL-W11:  Truncated BPTT (1/1),,2,,,,2024-04-06,en,
task,DL-W11:  GRU (1/1),,2,,,,2024-04-07,en,
task,DL-W11:  LSTMs (1/2),,2,,,,2024-04-08,en,
task,DL-W11:  LSTMs (2/2),,2,,,,2024-04-09,en,
task,DL-W12: Encoder Decoder Models (1/2),,2,,,,2024-04-10,en,
task,DL-W12: Encoder Decoder Models (2/2),,2,,,,2024-04-11,en,
task,DL-W12:  Attention Mechanism (1/2),,2,,,,2024-04-12,en,
task,DL-W12:  Attention Mechanism (2/2),,2,,,,2024-04-13,en,
task,DL-W12:  Attention over images (1/3),,2,,,,2024-04-14,en,
task,DL-W12:  Attention over images (2/3),,2,,,,2024-04-15,en,
task,DL-W12:  Attention over images (3/3),,2,,,,2024-04-16,en,
